ID;url;youtube
59;https://www.youtube.com/watch?v=LvFe_mKenk0&pp=ygUVcml2ZXIgMSBvbGltcG8gMSAyMDE1;LvFe_mKenk0
60;https://www.youtube.com/watch?v=jYEyUEzVLkY&pp=ygUeUml2ZXIgMCBSb3NhcmlvIENlbnRyYWwgMiAyMDE1;jYEyUEzVLkY
61;https://www.youtube.com/watch?v=CpW9VYiTKd8&pp=ygUUUml2ZXIgMCBUaWdyZSAwIDIwMTU%3D;CpW9VYiTKd8
62;https://www.youtube.com/watch?v=OtzJRlFRPIs&pp=ygUYcml2ZXIgMSB0ZW1wZXJsZXkgMSAyMDE1;OtzJRlFRPIs
63;https://www.youtube.com/watch?v=f0ROWiIpFNc&pp=ygURcml2ZXIgMiBndWFyYW5pIDA%3D;f0ROWiIpFNc
64;https://www.youtube.com/watch?v=q_jT5niENj8&pp=ygURcml2ZXIgNSByYWZhZWxhIDE%3D;q_jT5niENj8
65;https://www.youtube.com/watch?v=0UtDFhKqXc0&pp=ygURcml2ZXIgMSBndWFyYW5pIDE%3D;0UtDFhKqXc0
66;https://www.youtube.com/watch?v=YZdWMHafDPY&pp=ygUUcml2ZXIgMyBjb2xvbiAxIDIwMTU%3D;YZdWMHafDPY
67;https://www.youtube.com/watch?v=MPu9oSIssgo&pp=ygUQcml2ZXIgMyB0aWdyZXMgMA%3D%3D;MPu9oSIssgo
68;https://www.youtube.com/watch?v=RutvhfRXypI&pp=ygUVcml2ZXIgMyBnYW1iYSBvc2FrYSAw;RutvhfRXypI
69;https://www.youtube.com/watch?v=hMT23M2Xw2Y&pp=ygUacml2ZXIgMSBlc3R1ZGlhbnRlcyAyIDIwMTU%3D;hMT23M2Xw2Y
70;https://www.youtube.com/watch?v=3VyHZ2vlrZE&pp=ygUWcml2ZXIgMSBodXJhY2FuIDEgMjAxNQ%3D%3D;3VyHZ2vlrZE
71;https://www.youtube.com/watch?v=X-fVRIhA68M&pp=ygURcml2ZXIgNCBjaGljYWdvIDE%3D;X-fVRIhA68M
72;https://www.youtube.com/watch?v=bD02DvsranM&pp=ygUTUml2ZXIgMCBCb2NhIDEgMjAxNQ%3D%3D;bD02DvsranM
73;https://www.youtube.com/watch?v=SN-fxvcTfHQ&pp=ygUUcml2ZXIgMSBsYW51cyAxIDIwMTU%3D;SN-fxvcTfHQ
74;https://www.youtube.com/watch?v=OoEb_BKPyc8&pp=ygUXcml2ZXIgMiBsaWdhIGRlIHF1aXRvIDA%3D;OoEb_BKPyc8
75;https://www.youtube.com/watch?v=fRvr7Qu75xI&pp=ygUhcml2ZXIgMSBjcnVjZXJvIGRlbCBub3J0ZSAwICAyMDE1;fRvr7Qu75xI
76;https://www.youtube.com/watch?v=N-bdPMNXpBA&pp=ygUcUml2ZXIgMCBMaWdhIGRlIFF1aXRvIDEgMjAxNQ%3D%3D;N-bdPMNXpBA
77;https://www.youtube.com/watch?v=RXBw0j7Dt1E&pp=ygUhUml2ZXIgMCBEZWZlbnNhIHkgSnVzdGljaWEgMSAyMDE1;RXBw0j7Dt1E
78;https://www.youtube.com/watch?v=OIjTA9IwAf4&pp=ygUXcml2ZXIgMSBhbGRvc2l2aSAxIDIwMTU%3D;OIjTA9IwAf4
79;https://www.youtube.com/watch?v=S1MEVru58eo&pp=ygUVcml2ZXIgMyBjaGFwZWNvZW5zZSAx;S1MEVru58eo
80;https://www.youtube.com/watch?v=hhmLNKxuaiU&pp=ygUVcml2ZXIgMSBjaGFwZWNvZW5zZSAy;hhmLNKxuaiU
81;https://www.youtube.com/watch?v=o8DAw5C4-tE&pp=ygUUcml2ZXIgMSB2ZWxleiAwIDIwMTU%3D;o8DAw5C4-tE
82;https://www.youtube.com/watch?v=M6EVeHtYc7w&pp=ygUWcml2ZXIgMiBodXJhY2FuIDIgMjAxNQ%3D%3D;M6EVeHtYc7w
83;https://www.youtube.com/watch?v=eN7VETGkUrg&pp=ygUTcml2ZXIgMSBoaXJvc2hpbWEgMA%3D%3D;eN7VETGkUrg
84;https://www.youtube.com/watch?v=9EhRktylHR8&pp=ygURcml2ZXIgNSBxdWlsbWVzIDE%3D;9EhRktylHR8
85;https://www.youtube.com/watch?v=VfPjhjerhXw&pp=ygUXcml2ZXIgMiBiZWxncmFubyAzIDIwMTY%3D;VfPjhjerhXw
86;https://www.youtube.com/watch?v=0nQdTrUUfxg&pp=ygUZcml2ZXIgMSBnb2RveSBjcnV6IDIgMjAxNg%3D%3D;0nQdTrUUfxg
87;https://www.youtube.com/watch?v=80ro8_K0U7I&pp=ygUWcml2ZXIgMyBjZW50cmFsIDMgMjAxNg%3D%3D;80ro8_K0U7I
88;https://www.youtube.com/watch?v=PHL-deHMD90&pp=ygUVcml2ZXIgNCB0cnVqaWxsYW5vcyAw;PHL-deHMD90
89;https://www.youtube.com/watch?v=Nrz8X62Jf_k&pp=ygUccml2ZXIgMSBpbmRlcGVuZGllbnRlIDAgMjAxNg%3D%3D;Nrz8X62Jf_k
90;https://www.youtube.com/watch?v=4Z_ISynsUag&pp=ygUTUml2ZXIgMCBCb2NhIDAgMjAxNg%3D%3D;4Z_ISynsUag
91;https://www.youtube.com/watch?v=F9cy8xc98k4&pp=ygUTcml2ZXIgMSBzYW8gcGF1bG8gMQ%3D%3D;F9cy8xc98k4
92;https://www.youtube.com/watch?v=zevPoBGXWmw&pp=ygUPcml2ZXIgMSBjb2xvbiA0;zevPoBGXWmw
93;https://www.youtube.com/watch?v=Sk5tAw1lr_s&pp=ygUXcml2ZXIgMSB0aGUgc3Ryb25nZXN0IDE%3D;Sk5tAw1lr_s
94;https://www.youtube.com/watch?v=hvTV3cXvIl0&pp=ygUXcml2ZXIgMSBiYW5maWVsZCAxIDIwMTY%3D;hvTV3cXvIl0
95;https://www.youtube.com/watch?v=EPJi8pZ-XBk&pp=ygUYcml2ZXIgMSBwYXRyb25hdG8gMiAyMDE2;EPJi8pZ-XBk
96;https://www.youtube.com/watch?v=7KqHvNM6T1o&pp=ygUXcml2ZXIgNiB0aGUgc3Ryb25nZXN0IDA%3D;7KqHvNM6T1o
97;https://www.youtube.com/watch?v=YNPwN0kZhQw&pp=ygUbcml2ZXIgMiBzYXJtaWVudG8gMiAyMDE1wr82;YNPwN0kZhQw
98;https://www.youtube.com/watch?v=QcfEgwOw-5g&pp=ygUTcml2ZXIgMSBzYW8gcGF1bG8gMg%3D%3D;QcfEgwOw-5g
99;https://www.youtube.com/watch?v=lYyakQpMK7Q&pp=ygUVcml2ZXIgMSBvbGltcG8gMCAyMDE2;lYyakQpMK7Q
100;https://www.youtube.com/watch?v=J6xkZ6hPBw4&pp=ygUVcml2ZXIgNCB0cnVqaWxsYW5vcyAz;J6xkZ6hPBw4
101;https://www.youtube.com/watch?v=ihPTVZGSQms&pp=ygUTUml2ZXIgMCBCb2NhIDAgMjAxNg%3D%3D;ihPTVZGSQms
102;https://www.youtube.com/watch?v=Wd9Cg-oSnic&pp=ygUmUml2ZXIgMCBJbmRlcGVuZGllbnRlIGRlbCBWYWxsZSAyIDIwMTY%3D;Wd9Cg-oSnic
103;https://www.youtube.com/watch?v=T7a8yHXtXjA&pp=ygUVUml2ZXIgMCBWw6lsZXogMCAyMDE2;T7a8yHXtXjA
104;https://www.youtube.com/watch?v=kBdTTBc8lcc&pp=ygUhcml2ZXIgMSBpbmRlcGVuZGllbnRlIGRlbCB2YWxsZSAw;kBdTTBc8lcc
105;https://www.youtube.com/watch?v=24audut190U&pp=ygUacml2ZXIgMSBzYW4gbG9yZW56byAyIDIwMTY%3D;24audut190U
106;https://www.youtube.com/watch?v=irIWbLHPaMg&pp=ygUXcml2ZXIgMSBnaW1uYXNpYSAwIDIwMTY%3D;irIWbLHPaMg
107;https://www.youtube.com/watch?v=T6HT8oHUv1c&pp=ygUWcml2ZXIgMSBhcnNlbmFsIDIgMjAxNg%3D%3D;T6HT8oHUv1c
108;https://www.youtube.com/watch?v=wPvOBi8jeRo&pp=ygUYcml2ZXIgMyByaXZhZGF2aWEgMCAyMDE2;wPvOBi8jeRo
109;https://www.youtube.com/watch?v=6lQOX9gf2QU&pp=ygUhcml2ZXIgMiBlc3R1ZGlhbnRlcyBkZSBzYW4gbHVpcyAx;6lQOX9gf2QU
110;https://www.youtube.com/watch?v=2GZvZrzLAZo&pp=ygUXcml2ZXIgMiBzYW50YSBmZSAxIDIwMTY%3D;2GZvZrzLAZo
111;https://www.youtube.com/watch?v=iGhgs1__sG0&pp=ygUXcml2ZXIgNCBiYW5maWVsZCAxIDIwMTY%3D;iGhgs1__sG0
112;https://www.youtube.com/watch?v=eSKEvtrvP1k&pp=ygUXcml2ZXIgMSB0YWxsZXJlcyAwIDIwMTY%3D;eSKEvtrvP1k
113;https://www.youtube.com/watch?v=k3qgaM4KsOc&pp=ygUZcml2ZXIgMSBzYW4gbWFydGluIDEgMjAxNg%3D%3D;k3qgaM4KsOc
114;https://www.youtube.com/watch?v=XqizCszAy_8&pp=ygUWcml2ZXIgMSBhcnNlbmFsIDAgMjAxNg%3D%3D;XqizCszAy_8
115;https://www.youtube.com/watch?v=qikMqeUAQSg&pp=ygUhcml2ZXIgMyBkZWZlbnNhIHkganVzdGljaWEgMyAyMDE2;qikMqeUAQSg
116;https://www.youtube.com/watch?v=iubUF6GINzw&pp=ygUUcml2ZXIgMyB2ZWxleiAwIDIwMTY%3D;iubUF6GINzw
117;https://www.youtube.com/watch?v=BLJkPzAYzv8&ab_channel=Futbolpasionmundial3;BLJkPzAYzv8
118;https://www.youtube.com/watch?v=EnfpHd53vQg&pp=ygUWcml2ZXIgMSByYWZhZWxhIDAgMjAxNg%3D%3D;EnfpHd53vQg
119;https://www.youtube.com/watch?v=Xy6a5ERT7Nc&pp=ygUUcml2ZXIgMyB1bmlvbiAwIDIwMTY%3D;Xy6a5ERT7Nc
120;https://www.youtube.com/watch?v=BH5MMcdIUFE&pp=ygUWcml2ZXIgMiBhcnNlbmFsIDIgMjAxNg%3D%3D;BH5MMcdIUFE
121;https://www.youtube.com/watch?v=9wNSX_my8fA&pp=ygUacml2ZXIgMSBlc3R1ZGlhbnRlcyAxIDIwMTY%3D;9wNSX_my8fA
122;https://www.youtube.com/watch?v=3K6Uvgk-AAc&pp=ygUXUml2ZXIgMCBOZXdlbGwncyAxIDIwMTY%3D;3K6Uvgk-AAc
123;https://www.youtube.com/watch?v=rOgNWnVDD4w&pp=ygUWcml2ZXIgMSBodXJhY2FuIDAgMjAxNg%3D%3D;rOgNWnVDD4w
124;https://www.youtube.com/watch?v=Jjm0yPW3rKI&ab_channel=alejandraizarriaga;Jjm0yPW3rKI
125;https://www.youtube.com/watch?v=xHw8YpIeFyg&pp=ygUcUml2ZXIgMCBJbmRlcGVuZGllbnRlIDEgMjAxNg%3D%3D;xHw8YpIeFyg
126;https://www.youtube.com/watch?v=Rp3PG1MDZkY&pp=ygUOcml2ZXIgMiBib2NhIDQ%3D;Rp3PG1MDZkY
127;https://www.youtube.com/watch?v=qV4qk-4EqgM&pp=ygURcml2ZXIgNCBjZW50cmFsIDM%3D;qV4qk-4EqgM
128;https://www.youtube.com/watch?v=FXoJxZ4aTso&pp=ygUVcml2ZXIgMiBvbGltcG8gMSAyMDE2;FXoJxZ4aTso
129;https://www.youtube.com/watch?v=kpo0v2VSy38&pp=ygUVUml2ZXIgMCBMYW7DunMgMyAyMDE3;kpo0v2VSy38
130;https://www.youtube.com/watch?v=spDuV5N0ktY&pp=ygUlcml2ZXIgMyBpbmRlcGVuZGllbnRlIG1lZGVsbGluIDEgMjAxNw%3D%3D;spDuV5N0ktY
131;https://www.youtube.com/watch?v=k_9pBmFNG44&pp=ygUUcml2ZXIgMyBsYW51cyAxIDIwMTc%3D;k_9pBmFNG44
132;https://www.youtube.com/watch?v=tr4oPow7QeM&pp=ygUXcml2ZXIgMiBiZWxncmFubyAxIDIwMTc%3D;tr4oPow7QeM
133;https://www.youtube.com/watch?v=QoloLOfHmMI&pp=ygUZcml2ZXIgMiBnb2RveSBjcnV6IDEgMjAxNw%3D%3D;QoloLOfHmMI
134;https://www.youtube.com/watch?v=VDEzIG67qh4&pp=ygUWcml2ZXIgMiBxdWlsbWVzIDAgMjAxNw%3D%3D;VDEzIG67qh4
135;https://www.youtube.com/watch?v=fGCe9BCh8Kc&pp=ygUQcml2ZXIgNCBtZWxnYXIgMg%3D%3D;fGCe9BCh8Kc
136;https://www.youtube.com/watch?v=0UZAWb2cLXI&pp=ygUUcml2ZXIgMiB0aWdyZSAwIDIwMTc%3D;0UZAWb2cLXI
137;https://www.youtube.com/watch?v=tdXJH6Mv1C4&pp=ygUYcml2ZXIgMSBzYXJtaWVudG8gMSAyMDE3;tdXJH6Mv1C4
138;https://www.youtube.com/watch?v=K8hTV2vZ5Y0&pp=ygUVcml2ZXIgMiBlbWVsZWMgMSAyMDE3;K8hTV2vZ5Y0
139;https://www.youtube.com/watch?v=Vzl9rGXIwSA&pp=ygUTcml2ZXIgNCB0ZW1wZXJsZXkgMQ%3D%3D;Vzl9rGXIwSA
140;https://www.youtube.com/watch?v=xDV33mQ4RiM&pp=ygUVcml2ZXIgMSBlbWVsZWMgMSAyMDE3;xDV33mQ4RiM
141;https://www.youtube.com/watch?v=IlyaBou6svg&pp=ygUTcml2ZXIgMyBib2NhIDEgMjAxNw%3D%3D;IlyaBou6svg
142;https://www.youtube.com/watch?v=Ubuje0U9oY4&pp=ygUQcml2ZXIgMyBtZWxnYXIgMg%3D%3D;Ubuje0U9oY4
143;https://www.youtube.com/watch?v=CAjhihhXCag&pp=ygUXcml2ZXIgMyBnaW1uYXNpYSAwIDIwMTc%3D;CAjhihhXCag
144;https://www.youtube.com/watch?v=IosNwKs6G-s&pp=ygUlcml2ZXIgMSBpbmRlcGVuZGllbnRlIG1lZGVsbGluIDIgMjAxNw%3D%3D;IosNwKs6G-s
145;https://www.youtube.com/watch?v=rqX3fIThbCo&pp=ygUeUml2ZXIgMCBSb3NhcmlvIENlbnRyYWwgMCAyMDE3;rqX3fIThbCo
146;https://www.youtube.com/watch?v=KhC9ZT0SGgo&pp=ygUgYXRsZXRpY28gdHVjdW1hbiAwIHJpdmVyIDMgMjAxNyA%3D;KhC9ZT0SGgo
147;https://www.youtube.com/watch?v=N9yyTMU5TGg&pp=ygUacml2ZXIgMSBzYW4gbG9yZW56byAyIDIwMTc%3D;N9yyTMU5TGg
148;https://www.youtube.com/watch?v=NwauIl5NzrQ&pp=ygUVcml2ZXIgMiByYWNpbmcgMyAyMDE3;NwauIl5NzrQ
149;https://www.youtube.com/watch?v=To3ugQT_ATc&pp=ygUXcml2ZXIgMSBhbGRvc2l2aSAwIDIwMTc%3D;To3ugQT_ATc
150;https://www.youtube.com/watch?v=5ClWaTYgwzs&pp=ygUVUml2ZXIgMCBDb2zDs24gMCAyMDE3;5ClWaTYgwzs
151;https://www.youtube.com/watch?v=1mf0y2vPCUI&pp=ygUWcml2ZXIgMiBndWFyYW5pIDAgMjAxNw%3D%3D;1mf0y2vPCUI
152;https://www.youtube.com/watch?v=G7egNfIY3ZI&pp=ygUWcml2ZXIgMSBndWFyYW5pIDEgMjAxNw%3D%3D;G7egNfIY3ZI
153;https://www.youtube.com/watch?v=0CEU6HVao8I&pp=ygUPcml2ZXIgMyBhdGxhcyAw;0CEU6HVao8I
154;https://www.youtube.com/watch?v=WdxZTl8yMfY&pp=ygUYcml2ZXIgNCBpbnN0aXR1dG8gMSAyMDE3;WdxZTl8yMfY
155;https://www.youtube.com/watch?v=i_9fRVYSehg&pp=ygUYcml2ZXIgMSB0ZW1wZXJsZXkgMCAyMDE3;i_9fRVYSehg
156;https://www.youtube.com/watch?v=QQRSymzbHgE&pp=ygUXcml2ZXIgMyBiYW5maWVsZCAxIDIwMTc%3D;QQRSymzbHgE
157;https://www.youtube.com/watch?v=LT3Lz7_YeL8&pp=ygUZcml2ZXIgMyBzYW4gbWFydGluIDEgMjAxNw%3D%3D;LT3Lz7_YeL8
158;https://www.youtube.com/watch?v=cRPjCcRIWgc&pp=ygUVcml2ZXIgOCB3aWxzdGVybWFubiAw;cRPjCcRIWgc
159;https://www.youtube.com/watch?v=LbNbzPAbF1o&pp=ygUZcml2ZXIgMSBhcmdlbnRpbm9zIDEgMjAxNw%3D%3D;LbNbzPAbF1o
160;https://www.youtube.com/watch?v=losWn_CpDHM&pp=ygUUcml2ZXIgMSB0aWdyZSAxIDIwMTc%3D;losWn_CpDHM
161;https://www.youtube.com/watch?v=Vp749ST-qdw&pp=ygUWcml2ZXIgMyBkZWZlbnNhIDAgMjAxNw%3D%3D;Vp749ST-qdw
162;https://www.youtube.com/watch?v=c-H4sdopqg0&pp=ygUfcml2ZXIgMiBhdGxldGljbyB0dWN1bWFuIDIgMjAxNw%3D%3D;c-H4sdopqg0
163;https://www.youtube.com/watch?v=NJ3Kz6WsUH8&pp=ygURcml2ZXIgNCBhdGxhbnRhIDE%3D;NJ3Kz6WsUH8
164;https://www.youtube.com/watch?v=ypvzjAoafKI&pp=ygUUcml2ZXIgMSBsYW51cyAwIDIwMTc%3D;ypvzjAoafKI
165;https://www.youtube.com/watch?v=aRE1VBfHtuY&pp=ygUUcml2ZXIgMiBsYW51cyA0IDIwMTc%3D;aRE1VBfHtuY
166;https://www.youtube.com/watch?v=XLWugsgZnA8&pp=ygUTcml2ZXIgMSBib2NhIDIgMjAxNw%3D%3D;XLWugsgZnA8
167;https://www.youtube.com/watch?v=FYYxKxmz3UU&pp=ygUPcml2ZXIgMyBtb3JvbiAw;FYYxKxmz3UU
168;https://www.youtube.com/watch?v=24yCWCdfYwU&pp=ygUcUml2ZXIgMCBJbmRlcGVuZGllbnRlIDEgMjAxNw%3D%3D;24yCWCdfYwU
169;https://www.youtube.com/watch?v=5xW-l2uOLuw&pp=ygUUcml2ZXIgMiB1bmlvbiAwIDIwMTc%3D;5xW-l2uOLuw
170;https://www.youtube.com/watch?v=n1SlL98d9G8&pp=ygUWcml2ZXIgMSBuZXdlbGxzIDMgMjAxNw%3D%3D;n1SlL98d9G8
171;https://www.youtube.com/watch?v=U773wpAWj5Q&pp=ygUacml2ZXIgMSBHaW1uYXNpYSBMUCAyIDIwMTc%3D;U773wpAWj5Q
172;https://www.youtube.com/watch?v=Q2P6a_UdB3w&pp=ygUhcml2ZXIgMiBBdGzDqXRpY28gVHVjdW3DoW4gMSAyMDE3;Q2P6a_UdB3w
